City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
692,Ancud,CL,-41.8697,-73.8203,63.43,64,43,12.03,scattered clouds
693,Wakkanai,JP,45.4094,141.6739,31.62,84,100,36.15,light snow
694,Dicabisagan,PH,17.0818,122.4157,74.64,87,100,10.74,overcast clouds
695,Kismayo,SO,-0.3582,42.5454,80.1,79,22,11.18,few clouds
696,Udachnyy,RU,66.4167,112.4,-48.05,100,100,4.21,overcast clouds
697,Maniago,IT,46.1706,12.7078,38.14,75,55,5.12,broken clouds
698,Crossville,US,35.949,-85.0269,46.94,40,1,1.01,clear sky
699,Oum Hadjer,TD,13.2954,19.6966,80.42,14,63,9.53,broken clouds
700,Marawi,PH,7.9986,124.2928,67.64,95,99,2.3,overcast clouds
701,Auburndale,US,28.0653,-81.7887,86.18,58,1,1.01,clear sky
702,Gizo,SB,-8.103,156.8419,83.12,76,100,5.57,light rain
703,Ulladulla,AU,-35.35,150.4667,57.78,80,4,3.02,clear sky
